Land	Code	Wahlkreis-Name	Gemeinden am 31.12.2015 (Anzahl)	Fl�che am 31.12.2015 (km�)	Bev�lkerung am 31.12.2015 - Insgesamt (in 1000)	Bev�lkerung am 31.12.2015 - Deutsche (in 1000)	Bev�lkerung am 31.12.2015 - Ausl�nder (%)	Bev�lkerungsdichte am 31.12.2015 (Einwohner je km�)	Zu- (+) bzw. Abnahme (-) der Bev�lkerung 2015 - Geburtensaldo (je 1000 Einwohner)	Zu- (+) bzw. Abnahme (-) der Bev�lkerung 2015 - Wanderungssaldo (je 1000 Einwohner)	Alter von ... bis ... Jahren am 31.12.2015 - unter 18 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 18-24 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 25-34 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 35-59 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 60-74 (%)	Alter von ... bis ... Jahren am 31.12.2015 - 75 und mehr (%)	Zensus 2011, Bev�lkerung nach Migrationshintergrund am 09.05.2011 - ohne Migrationshintergrund (%)	Zensus 2011, Bev�lkerung nach Migrationshintergrund am 09.05.2011 - mit Migrationshintergrund (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - R�misch-katholische Kirche (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - Evangelische Kirche (%)	Zensus 2011, Bev�lkerung nach Religionszugeh�rigkeit am 09.05.2011 - Sonstige, keine, ohne Angabe (%)	Zensus 2011, Wohnungen in Wohngeb�uden am 09.05.2011 - Eigent�merquote	Baut�tigkeit und Wohnungswesen - Fertiggestellte Wohnungen 2014 (je 1000 Einwohner)	Baut�tigkeit und Wohnungswesen - Bestand an Wohnungen am 31.12.2015 (je 1000 Einwohner)	Verf�gbares Einkommen der privaten Haushalte 2014 (� je Einwohner)	Bruttoinlandsprodukt 2014 (� je Einwohner)	Kraftfahrzeugbestand am 01.01.2016 (je 1000 Einwohner)	Absolventen/Abg�nger beruflicher Schulen 2015	Absolventen/Abg�nger allgemeinbildender Schulen 2015 - insgesamt ohne Externe (je 1000 Einwohner)	ohneHauptschule	Hauptschule	MittleremAbschluss	mitAbitur	Kindertagesbetreuung: Betreute Kinder am 01.03.2016 (je 1000 Einwohner)	Unternehmensregister 2014 - Unternehmen insgesamt (je 1000 Einwohner)	Unternehmensregister 2014 - Handwerksunternehmen (je 1000 Einwohner)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - insgesamt (je 1000 Einwohner)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Land- und Forstwirtschaft, Fischerei (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Produzierendes Gewerbe (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - Handel, Gastgewerbe, Verkehr (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - �ffentliche und private Dienstleister (%)	Sozialversicherungspflichtig Besch�ftigte am 30.06.2016 - �brige Dienstleister und 'ohne Angabe' (%)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 -  insgesamt (je 1000 Einwohner)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 - nicht erwerbsf�hige Hilfebed�rftige (%)	Empf�nger(innen) von Leistungen nach SGB II am 31.12.2016 - Ausl�nder (%)	Arbeitslosenquote M�rz 2017 - insgesamt	Arbeitslosenquote M�rz 2017 - M�nner	Arbeitslosenquote M�rz 2017 - Frauen	Arbeitslosenquote M�rz 2017 - 15 bis unter 20 Jahre	Arbeitslosenquote M�rz 2017 - 55 bis unter 65 Jahre	Total	Total2	CDU	CDU2	SPD	SPD2	LINKE	LINKE2	GRUENE	GRUENE2	FDP	FDP2	AFD	AFD2	NDP	NDP2
Nordrhein-Westfalen	97	Rhein-Sieg-Kreis I	10	660.7	312.8	282.4	9.7	473.5	-1.4	17.1	17.9	7.9	11.3	37	16	9.9	77.9	22.1	43.9	23.4	32.7	55.7	3.8	460.6	22669	28152	683.6	1.7	11	4.1	12.5	39.4	44	36	44.5	7	258.5	0.9	26.9	24.9	17.4	29.9	65	28.7	31.2	5.2	5.7	4.8	3.5	5.3	180563	182757	79987	62334	49988	40922	14684	13038	11762	13757	18768	27267		18237		300
Nordrhein-Westfalen	98	Rhein-Sieg-Kreis II	9	492.5	283.4	258	8.9	575.4	-1.3	20.4	17.6	7.7	10.6	36.3	16.8	11	77.9	22.1	48.7	22.6	28.8	57.6	4.6	465.1	22669	28152	683.6	1.7	11	4.1	12.5	39.4	44	36	44.5	7	259.4	0.9	26.9	24.9	17.4	29.9	65	28.7	31.2	5.2	5.7	4.8	3.5	5.3	172898	173163	80441	61425	39246	34583	9543	11116	13643	15192	14491	30142	14592	15226		246
Nordrhein-Westfalen	99	Oberbergischer Kreis	13	918.8	273.5	249.6	8.7	297.6	-3.1	13.4	17.6	8.2	11.1	36.1	15.9	11.1	73.1	26.9	30.6	37.8	31.6	57.4	2.1	472	22192	32506	734.4	1.7	13.6	3.8	14.1	44.8	37.3	33	43.8	7.4	374.2	0.4	41.4	16.2	19.1	23	57.4	26.3	29.4	5.5	5.7	5.3	3	6.6	154631	155034	67603	56567	41305	35078	7999	9887	9489	9995	12123	21353	15648	16413		328
Nordrhein-Westfalen	100	Rheinisch-Bergischer Kreis	8	437.3	282.7	258.4	8.6	646.5	-3.1	14.2	16.9	7.2	9.7	37.2	17	12	80.9	19.1	39.8	26.5	33.7	54.1	2.8	485.8	24567	24121	710.1	2.5	10.6	3.7	11.4	39.2	45.6	35.5	51.9	8.5	256.1	0.5	27.3	23.5	16.6	32.1	62.4	26.1	31.9	6.3	6.7	5.8	3.3	7.6	172240	172529	68948	61423	42098	36221	8409	11042	11846	15581	27049	28787	12476	13777		225
Nordrhein-Westfalen	101	Leverkusen � K�ln IV	1	131.1	311.3	257.2	17.4	2374.7	-0.3	12	16.4	8	14.3	36.2	14.6	10.5	67.8	32.2	38.8	19.2	42.1	30.9	2.7	508.8	20442	49465	552.2	3.2	10.6	4.2	14.7	36.5	44.6	37.2	44.8	5.4	447.1	0.1	22.9	20.3	31.5	25.2	112	28.1	37.6	8.5	8.9	8.1	6.5	9.6	153520	153711	47272	43175	59373	41671	9430	14284	8722	13472	10114	18719	13408	14970		352
Nordrhein-Westfalen	102	Wuppertal I	1	130.8	308.6	252.8	18	2359.2	-2.5	14.8	16.5	8.4	13.1	35.1	15.8	11.2	68.2	31.8	22.5	32	45.5	31.2	1.1	547.3	20746	34703	543.5	3.3	10.8	6.2	19	35.8	39.1	32.3	41.5	6.5	348.8	0	28.9	21	19.8	30.3	141.8	30.3	38.8	9.6	10.4	8.7	8.2	7.6	148006	148567	43814	39341	46657	38696	13120	16100	10987	12754	12910	18437	16339	16431		376
Nordrhein-Westfalen	103	Solingen � Remscheid � Wuppertal II	2	201.6	309.6	266.1	14.1	1535.7	-3.9	13	16.6	7.9	11.7	36.2	16.1	11.5	70.3	29.7	24.3	34.8	40.9	38.9	1.2	527.9	22492	31804	619.8	2.4	11.8	5.8	18.3	36.8	39	33.7	45.1	7.7	353.6	0.1	38.3	19.6	16	26	110.1	28.8	36.4	8.9	9.3	8.4	7.3	7.6	161762	162469	61871	51318	49863	40743	10105	12689	9403	11726	12548	22947	15303	16221		334
Nordrhein-Westfalen	104	Mettmann I	6	183.8	266.9	239.4	10.3	1452.2	-3.7	14	16.3	6.9	10.5	36.4	17.5	12.4	75.6	24.4	34.8	28.4	36.9	47.1	2.5	501.5	24519	36953	677.9	1.9	10.7	4.9	14.1	42	39	35	48.3	6.8	375.7	0.2	31.7	28.3	18.8	21	80.3	28	33.3	6.4	6.8	6.1	3.3	7.5	158550	159165	70762	54126	40819	36596	8647	10216	11014	11796	13202	25757	14106	15053		266
Nordrhein-Westfalen	105	Mettmann II	4	223.4	216.4	190.8	11.8	968.5	-4.4	16.5	16.4	7	10.3	36.4	17.5	12.3	75.6	24.4	31.2	31.3	37.5	45	1.2	507.6	24519	36953	677.9	1.9	10.7	4.9	14.1	42	39	35	48.3	6.8	376.5	0.2	31.7	28.3	18.8	21	80.3	28	33.3	6.4	6.8	6.1	3.3	7.5	123986	124440	48689	40601	37468	30492	6825	8458	7567	8599	10795	19691	11143	11926		252
Nordrhein-Westfalen	106	D�sseldorf I	1	129.6	324	263	18.8	2499.6	0.3	11.2	15.6	7.3	16	36.2	14.7	10.2	67.1	32.9	31.8	21.1	47.1	25.1	3.9	552.5	24128	77556	562.8	3	9.4	5	13	39.3	42.8	39.4	64.4	6.9	663.2	0.1	12.4	23.1	40.6	23.7	104.9	26.6	40.4	7.7	8.2	7.1	5	9.4	171387	171910	69273	55052	41903	33493	12611	14675	14408	17148	21944	33940	10912	12029		204
Nordrhein-Westfalen	107	D�sseldorf II	1	87.8	288.2	234.6	18.6	3282.6	0.4	11.2	15.6	7.3	16	36.2	14.7	10.2	67.1	32.9	34	19.8	46.1	23	3.9	552.5	24128	77556	562.8	3	9.4	5	13	39.3	42.8	39.4	64.4	6.9	654.8	0.1	12.4	23.1	40.6	23.7	104.9	26.6	40.4	7.7	8.2	7.1	5	9.4	141828	142546	47950	40606	38727	33218	18499	14111	11778	14379	13049	21277	11530	12968		246
Nordrhein-Westfalen	108	Neuss I	4	347.6	295.7	257.7	12.8	850.6	-1.8	19.8	17.5	7.5	11.7	36.8	15.9	10.6	77	23	48.8	19.1	32.1	47.1	1.9	471.1	23689	38839	672.9	1.4	11.3	2.6	11	41	45.4	36.5	44.8	6.7	324.6	0.7	28.1	31.4	16.9	22.9	71.2	28.2	31.9	5.7	5.9	5.4	2.6	6.5	158292	158775	69658	56983	45314	37438	8535	9895	8131	9583	11471	23585	13675	14887		335
Nordrhein-Westfalen	109	M�nchengladbach	1	170.5	260	225.9	13.1	1525.2	-3.1	14.8	16.2	8.4	12.9	35.5	16.2	10.7	74.2	25.8	51.9	18.3	29.8	39.2	1.2	523.9	20705	30713	579.5	3.2	12.2	8.3	19.7	33.2	38.7	30.5	43.4	7.6	364.9	0.3	23.1	25.6	22.4	28.6	153.4	29.4	30.8	9.9	10	9.9	6.8	9.3	130443	130836	57766	46786	31766	30547	8921	9627	7814	8169	10225	17946	11910	12373		350
Nordrhein-Westfalen	110	Krefeld I � Neuss II	5	302.6	269.4	239.9	10.9	890.2	-3.5	15.7	16.4	7.1	10.6	36.9	17.2	11.7	74.8	25.2	45.4	21.4	33.2	49.3	1.8	502.6	22513	38053	630.3	2.5	11.7	4.8	13.9	39	42.3	35.3	44.4	6.7	352.9	0.6	29.1	27.5	17.7	25	97.6	26	31.3	7.8	8.1	7.4	3.6	8.4	153673	154190	65228	54907	39142	34051	7815	9805	10140	10871	17673	26859	11196	12104		310
Nordrhein-Westfalen	111	Viersen	9	563.3	297.7	271.5	8.8	528.5	-3.6	12.1	16.3	7.6	10.4	37.8	16.9	11	83.2	16.8	55.5	19.1	25.5	54.9	2.7	477.1	21988	26378	708.3	1.5	12	3.4	12.6	41.2	42.8	32.4	48.5	8.4	293.3	2.2	30	27.5	13.3	27.1	70.2	27.2	24.4	6.7	7	6.3	2.8	8.1	171590	172018	82165	65475	42932	38368	8747	10342	11478	11591	14233	27576	12035	12841		366
Nordrhein-Westfalen	112	Kleve	16	1233	310.3	269.1	13.3	251.7	-3	21.3	16.9	8.5	11.7	36.6	16.2	10.1	81.7	18.3	62.9	17.1	20	57.7	3.9	457.7	19649	26786	693.2	2.8	10.9	6.4	16.6	46.5	30.4	33.5	44.6	7.7	314.9	4.9	24.3	24	16.7	30.1	62.2	25.7	23.4	6.4	6.5	6.3	3.1	6.8	167383	167658	75375	69700	51197	39316	7096	9366	8230	10098	12692	22687	11019	11621		330
Nordrhein-Westfalen	113	Wesel I	10	884	263.5	244.3	7.3	298.1	-4.5	16.2	16	7.6	10.5	37.1	17.5	11.3	81	19	43.1	32	25	54.2	3	461.4	20936	26874	686.5	3	11.3	5.3	15	39.8	39.9	31.3	39.2	6.3	283.5	0.8	27.4	25.5	16.4	29.9	79	25.8	25.5	7.1	7.3	6.8	3.8	7.1	158681	159098	61849	53623	52085	45627	9461	10637	8763	9743	12644	19709	13615	14325		361
Nordrhein-Westfalen	114	Krefeld II � Wesel II	2	175.3	241.8	212.7	12.1	1379.8	-3.6	16.1	15.8	7.7	11.7	35.8	17.3	11.8	76.8	23.2	36.2	28.5	35.3	41.1	1.2	508.9	20940	31486	634.8	3.4	11.8	6.4	16.3	38.2	39.2	32.4	41.4	6.5	333.2	0.6	29	24.3	17.6	28.5	103.6	25	28.6	8.7	9	8.4	4.4	8.8	132097	132530	48817	40955	42219	36714	7418	10090	8063	9307	10769	18032	11294	12186		251
Nordrhein-Westfalen	115	Duisburg I	1	118.6	243	203.7	16.3	2049.1	-3.5	13.8	16.5	8.4	12.9	35.3	15.6	11.2	68.8	31.2	30.8	26.5	42.7	30.5	1.1	522.9	16761	34392	515	2.2	10	6.4	17.7	37.3	38.6	31.3	30.3	4.5	341	0.1	27.6	23.2	21.5	27.6	160.1	27.8	38.9	13.1	12.9	13.2	9.7	11.2	118768	119616	34053	30746	45455	37925	8146	10369	6648	7844	8289	12491	13648	13549		439
Nordrhein-Westfalen	116	Duisburg II	1	114.2	248.2	200	19.3	2173.4	-3.6	13.8	16.5	8.4	12.9	35.3	15.6	11.2	68.8	31.2	31.1	25.5	43.4	26.7	1.1	522.9	16761	34392	515	2.2	10	6.4	17.7	37.3	38.6	31.3	30.3	4.5	342	0.1	27.6	23.2	21.5	27.6	160.1	27.8	38.9	13.1	12.9	13.2	9.7	11.2	100308	101792	26522	22830	34799	34695	8885	8546	4622	4493	7054	8369	16643	15794		594
Nordrhein-Westfalen	117	Oberhausen � Wesel III	2	124.8	278.4	245.1	12	2231.6	-4.5	11.3	15.4	7.9	12.1	36.2	17.1	11.4	77.6	22.4	38.8	28.4	32.8	35.7	1.4	513.3	18676	27526	602	2.2	10.7	5.8	16.8	37.8	39.6	30.2	34.5	5.9	299.3	0.2	27.3	24.5	20.2	27.8	123.1	26.1	28.7	10	10.4	9.6	7.4	9.2	148121	148861	43077	39085	56987	49165	11331	12373	8349	8228	9357	14890	18197	18560		508
Nordrhein-Westfalen	118	M�lheim � Essen I	1	115.8	252.4	221.9	12.1	2180	-4.2	17.6	15.4	7.6	12.2	35.3	17.1	12.4	76.1	23.9	35.4	29.8	34.7	32.7	1.8	533.8	21940	37868	587.8	2.1	10.2	6	12.5	34.9	46.5	33.6	41.8	5.3	371.8	0.1	25.3	22.8	25.7	26.1	135.3	29.8	37.5	9.4	9.8	9.1	5.2	8.9	141064	141651	44219	39847	49226	41731	9210	10546	8690	9465	12729	18337	16221	16200		309
Nordrhein-Westfalen	119	Essen II	1	67.7	246.2	200.5	18.5	3636.8	-3.2	18.4	15.5	8.3	13.9	34.5	16.2	11.5	75.5	24.5	36.2	26.6	37.2	23.7	1.8	535.7	20046	44555	545.9	2.7	10.4	6.8	12.4	36.8	44	33.1	39.7	5.2	418.9	0.1	17	20.9	31.6	30.5	157.2	28.1	34	11.9	12.6	11.1	10.5	9.9	108754	109215	28912	25606	40601	34727	8555	9524	5846	6746	7207	10583	17153	16339		378
Nordrhein-Westfalen	120	Essen III	1	118.1	253.3	226.7	10.6	2144.1	-3.1	18.4	15.5	8.3	13.9	34.5	16.2	11.5	75.5	24.5	38.3	28.1	33.6	30.4	1.8	535.7	20046	44555	545.9	2.7	10.4	6.8	12.4	36.8	44	33.1	39.7	5.2	413.3	0.1	17	20.9	31.6	30.5	157.2	28.1	34	11.9	12.6	11.1	10.5	9.9	152104	152409	56393	45826	46829	37699	9846	12574	12511	14312	12639	23068	12306	12735		259
Nordrhein-Westfalen	121	Recklinghausen I	3	165.3	217.9	197.2	9.5	1318.5	-5.1	10.7	15.4	7.5	11.2	36.6	17.8	11.5	79.9	20.1	40.3	29.6	30.1	39.1	1.3	529.4	19382	24833	627.9	3.6	11.2	6.9	15.9	43	34.1	31.7	33.5	5.5	259.3	0.5	27.4	22.7	14	35.4	122.8	26.7	25.9	10.5	10.8	10.1	6.6	10.3	122242	122884	37792	35108	47257	38822	8043	8970	6079	7132	8791	12674	13953	14777		362
Nordrhein-Westfalen	122	Recklinghausen II	5	388.9	249	224.2	10	640.3	-4.4	12.6	15.6	7.6	10.8	37	17.3	11.8	79.9	20.1	42.4	28.1	29.5	43.1	2.1	503.7	19382	24833	627.9	3.6	11.2	6.9	15.9	43	34.1	31.7	33.5	5.5	259.9	0.5	27.4	22.7	14	35.4	122.8	26.7	25.9	10.5	10.8	10.1	6.6	10.3	136147	139510	46982	41079	56019	44224	11502	9201	6363	7189	13903	14759		17387		306
Nordrhein-Westfalen	123	Gelsenkirchen	1	104.9	260.4	216.1	17	2481.1	-3.8	13.9	16.8	8.3	12.6	35.4	16.1	10.8	70.6	29.4	33.7	30	36.3	24.1	0.6	530.7	16135	29716	516.4	3	12	9.6	21.1	37.6	31.7	33	29.4	4.6	300.2	0.1	24.7	20.4	21.8	33	201.6	28.7	37.4	14.1	14.3	13.8	10.9	12.3	117421	118066	29768	26452	45017	39524	7614	8703	5444	5489	7864	10834	19836	20113		417
Nordrhein-Westfalen	124	Steinfurt I � Borken I	12	978.1	272.2	245.2	9.9	278.3	-1	13.1	19	8.9	11.7	36.1	14.5	9.6	84.4	15.6	65.2	16.8	18	60.9	5.1	437	20497	30146	688	3.9	13.8	4.3	14.9	50.4	30.4	38.3	42.7	7.7	357.7	1.1	36.4	24.2	13.5	24.7	52.2	29.2	31.9	4.4	4.5	4.3	2.2	4.9	153182	153578	78579	67425	39584	35466	7554	8433	8118	9142	10082	19339	9265	9719		255
Nordrhein-Westfalen	125	Bottrop � Recklinghausen III	3	307.8	268	242.8	9.4	870.8	-4.5	13.6	16.1	7.7	11.1	36.4	17.4	11.2	78.5	21.5	46.9	25	28.1	40.6	1.7	499.6	19296	22714	631.8	2.6	10.7	5.9	16.9	41.9	35.4	30.8	33.7	5.7	269.8	0.5	28.3	22.4	14.3	34.5	115.1	26.2	27.1	9.5	9.9	9	6.2	9.1	149859	150514	50334	44967	55128	47013	9505	10292	6522	7248	9667	15741	17756	18710		421
Nordrhein-Westfalen	126	Borken II	12	996.4	260.3	242.4	6.9	261.3	-0.8	13	18.4	8.7	11.6	36.7	14.8	9.8	85.3	14.7	73	11.9	15.1	61.1	4.8	432.4	20527	32339	683.9	3.5	14	4.4	13.9	53	28.7	38.7	47.5	9.1	378.4	1.2	40.8	21.8	13.2	23	48	28.5	31	3.9	4	3.8	1.4	4.9	155771	157056	81496	73881	39412	33697	6969	6540	10496	9220	14216	20609		9405		195
Nordrhein-Westfalen	127	Coesfeld � Steinfurt II	14	1261.8	244.8	231.2	5.6	194	-1.2	12.2	18	8.2	10.4	37.4	15.9	10.1	88.1	11.9	67.1	16.6	16.3	59	3.9	436.6	21996	25635	716.9	3.3	13.1	4.3	13.4	45.5	36.7	37.6	43.7	7.7	307	1.9	30.1	24.2	13.3	30.4	42.2	27.7	27	3.3	3.6	2.9	2	3.7	154379	155826	79677	68636	36250	32787	9577	8394	12680	11667	16195	21116		9496		233
Nordrhein-Westfalen	128	Steinfurt III	14	1092.5	254.1	234.8	7.6	232.6	-1.3	16.1	18.3	8.4	11.2	37	14.9	10.3	83.8	16.2	51.2	29.7	19.1	60.6	5	434.2	20477	28668	690.7	4.2	13.7	4.1	15.6	48.6	31.6	38.1	39.5	6.7	344.5	1	33.2	26	13.8	26	55.1	29.6	32.4	4.8	4.9	4.6	2.9	4.9	151177	151383	67678	57215	45797	41815	8520	9692	9857	11026	8533	17205	9530	10342		259
Nordrhein-Westfalen	129	M�nster	1	303.3	310	280.7	9.5	1022.3	1.6	22.9	15	12.6	18.1	32.5	12.7	9.1	79.6	20.4	51.3	21.5	27.3	32.4	4.8	522.6	22127	55024	517	4.6	10.9	5.7	11.7	32.3	50.4	37	45.7	5	530.4	0.4	13	18.7	29.3	38.5	73.7	28.7	31.3	5.5	6.3	4.8	3.3	6.9	189854	190126	70606	62276	54778	39714	13024	19287	24248	27739	13219	25684	8569	9393		111
Nordrhein-Westfalen	130	Warendorf	13	1319.4	277.4	252.9	8.9	210.3	-1.1	15.4	18.1	8	10.9	36.4	15.8	10.8	78.9	21.1	59.1	18.9	22.1	56.8	3.4	449.3	22079	28967	692.7	2.1	13.4	3.7	14.7	48	33.5	35.7	40.3	7.5	321.1	1.3	41.1	19	14.1	24.4	60	28.2	32.7	5.7	5.8	5.4	3	5.8	161586	162144	75017	65357	45094	38992	7738	8997	8968	10815	11291	21175	11078	12025		271
Nordrhein-Westfalen	131	G�tersloh I	11	866.3	322.1	284.4	11.7	371.9	-0.6	17.1	18.1	8.4	12	36.7	14.6	10.2	73.2	26.8	39.4	30.9	29.6	53	3.8	447.8	23294	44419	708	2.1	12.8	4.8	13.9	45.9	35.4	35.3	45.5	7.5	468.5	0.6	45.6	21	16.5	16.3	52.1	29.8	35.7	4.7	4.6	4.9	1.8	4.8	174626	175027	81298	67175	48942	40104	7582	10595	9992	13817	11401	22848	13996	15081		329
Nordrhein-Westfalen	132	Bielefeld � G�tersloh II	2	294.2	344.5	299.9	12.9	1170.8	-0.9	10.5	16.9	9.2	14.5	33.9	14.5	11	67.3	32.7	16.1	41.8	42.1	36.8	4.5	506.2	21228	37283	550.9	3.8	12.9	6.1	12.9	42.3	38.7	36.6	41.4	5.4	449.1	0.2	22.6	22.9	20.3	34	114.9	28.2	41.2	8.6	9	8.2	6	8.4	184077	184616	56485	50995	61086	46883	16489	20522	17728	20567	13495	21364	15028	16514		289
Nordrhein-Westfalen	133	Herford � Minden-L�bbecke II	10	515.2	301.1	275.9	8.4	584.4	-3.4	14.9	16.9	7.8	11.2	36	15.9	12.1	74.3	25.7	10.7	57.5	31.8	54	2.4	482.1	22131	32489	714	3.4	13	4.5	12.4	42.5	40.7	33.8	43.5	7	367.1	0.5	40.3	23	13	23.3	69.1	29.1	28.7	5.7	6	5.4	3	6.2	166592	167047	59571	52994	61205	47940	9353	11589	8444	11485	9411	19186	16633	18098		342
Nordrhein-Westfalen	134	Minden-L�bbecke I	10	1087.6	264.1	246.5	6.7	242.8	-2.8	14.8	17.7	8.1	11.2	35.5	15.8	11.7	76.1	23.9	8.2	60.7	31.2	58.1	2.7	458.3	21652	37358	729.5	3	13.6	6.1	13.1	42.1	38.7	32.6	41.2	6.6	398.5	0.5	34.7	19.7	14.9	30.2	71.1	29.3	27.8	5.3	5.8	4.8	3.2	5.1	149530	149673	53057	49160	55868	43966	7862	9432	7372	9625	10575	16865	14796	15829		293
Nordrhein-Westfalen	135	Lippe I	10	759.8	221.4	204.2	7.8	291.4	-4.1	21.5	17.6	8.1	11	34.7	16.3	12.3	73.8	26.2	10.5	53.7	35.8	55.2	2.1	486.9	22582	28222	687.6	2.7	11.6	4.9	16	46.2	33	34.1	41.3	6.7	313.1	0.7	35.8	19.5	13	31	77.4	28.9	27.3	6.9	7.3	6.5	4.1	6.2	127277	127537	46526	40214	40908	35509	6870	8399	7671	8869	10690	15916	13005	14147		278
Nordrhein-Westfalen	136	H�xter � Lippe II	16	1687.8	273.4	254.8	6.8	162	-3.3	14.3	17.6	8.4	11	35.1	16.1	11.7	78.4	21.6	40.8	32.1	27.1	57.4	2	479.3	21226	26523	708.5	3.6	13.3	5.2	13.5	46.4	34.9	32.1	40.7	7.3	307.3	0.9	35.3	20.6	11.6	31.7	61.9	27.5	23.8	5.9	6.4	5.3	3.1	5.9	157854	158191	69910	58939	42211	39038	8724	10188	9400	10194	10813	19543	14443	15197		336
Nordrhein-Westfalen	137	Paderborn � G�tersloh III	11	1314.3	331.4	303.9	8.3	252.2	1	16.8	18.2	9.4	13.9	35.3	14.1	9.1	71.9	28.1	57.8	18.3	23.9	50.5	4.1	458.2	20240	34281	668.8	3	12.7	5.4	15.1	44.5	35	38.1	43.3	7	389	0.7	33	20.7	18.1	27.4	68.2	26.4	27	5.8	6	5.6	3.2	6.8	185597	185897	99004	75628	36983	35055	9554	12292	11116	13612	10228	24976	16891	18484		294
Nordrhein-Westfalen	138	Hagen � Ennepe-Ruhr-Kreis I	5	324.2	287.6	246.8	14.2	887.3	-4.8	15.9	16.3	7.8	11.5	35.4	16.9	12	71.8	28.2	25.9	37.6	36.5	32.9	1.5	537.2	21467	31570	611.2	2.3	11.9	5.6	14.5	41.2	38.7	31.1	38.1	5.8	353	0.1	30.6	23.4	15.4	30.5	122.9	28.7	38.9	9.4	9.9	8.9	8.4	8.6	148299	148794	44948	42972	58206	43548	8045	10743	5752	8673	11727	18722	16716	17622		457
Nordrhein-Westfalen	139	Ennepe-Ruhr-Kreis II	5	245.9	227.4	207.7	8.6	924.5	-5.4	14.2	15	7.5	11.1	36.4	17.9	12.2	80.4	19.6	25.2	40.4	34.4	38.7	1.1	524.9	24236	29190	683.6	1.9	10.3	6.3	12.6	40.8	40.3	30.7	41.8	6.1	321.8	0.2	38.4	20.6	12.4	28.4	81.1	26.3	28.6	6.5	7	6	3	6.6	134376	136424	44273	37284	49333	40767	10804	11092	11538	11142	14175	17270		13190		264
Nordrhein-Westfalen	140	Bochum I	1	103.3	276.2	244.7	11.3	2673.9	-4.5	11.9	14.3	8.9	14.4	34.2	16.6	11.7	76.5	23.5	32.9	31.7	35.4	30.4	1.3	542.4	19422	32276	577.2	2.8	10.8	6	13.9	38.8	41.3	31.1	36.7	4.8	352.2	0	18	22.7	21.7	37.6	124.2	26.1	33.7	9.9	10.9	8.7	8.6	10.1	155017	155704	43773	39580	57655	46243	15462	15953	11937	13862	10923	17449	14775	15190		408
Nordrhein-Westfalen	141	Herne � Bochum II	1	93.8	244.4	214	12.5	2605.9	-5	12.8	15.3	8.4	12.8	35.2	16.7	11.6	73.9	26.1	32.1	33.3	34.6	30.3	1.1	538.1	18311	26082	554.6	3.3	10.7	7.4	16.2	38.7	37.6	30.8	31.6	4.6	306.7	0	22.1	23.1	19.2	35.6	144.7	26	35.4	11.5	12.3	10.6	9	10.8	125744	126490	30361	29629	52672	43312	10064	10860	6992	7414	8448	11560	16799	17001		510
Nordrhein-Westfalen	142	Dortmund I	1	126.3	283.8	248.1	12.7	2246.6	-2.9	11.1	15.9	8.9	14.2	34.7	15.6	10.7	71.1	28.9	29.4	32.5	38.1	25.9	2	534.2	18206	35120	532	2.9	10.5	7.6	15.2	39.1	38.1	33.9	37	4.1	382.6	0.1	18.4	23.1	26.8	31.6	153.5	27.5	36.6	11.5	12.1	10.8	10.9	10.8	154526	154923	44228	37967	59990	46424	11874	15506	11281	14702	9063	17193	14644	15197		456
Nordrhein-Westfalen	143	Dortmund II	1	154.4	302.4	246.1	18.5	1958.6	-3	11.1	15.9	8.9	14.2	34.7	15.6	10.7	71.1	28.9	27.6	32	40.4	30.2	2	534.2	18206	35120	532	2.9	10.5	7.6	15.2	39.1	38.1	33.9	37	4.1	385.6	0.1	18.4	23.1	26.8	31.6	153.5	27.5	36.6	11.5	12.1	10.8	10.9	10.8	141889	142416	39933	34822	55038	46513	12242	12924	9047	10190	9031	15403	15074	15510		460
Nordrhein-Westfalen	144	Unna I	7	347.3	253.6	232	8.5	730.3	-4.9	11.9	16	7.7	10.7	36.6	17.6	11.5	76.8	23.2	29.1	41.6	29.3	47.2	1.5	493.6	20283	28414	660.8	2.9	12.6	5.7	15	39.4	39.8	32	35.5	5.2	311.7	0.3	28.3	29	15.6	26.8	99.9	26.5	27.2	8.2	8.6	7.8	4.2	8.5	149385	149580	47452	40697	58019	50205	8048	10313	9600	10254	9635	17196	13558	14689		463
